review,sentiment
"This movie is a waste of time and money. Throughout the entire hour and a half, I continued to wait for it to get better and it never did. It was slow moving, the plot jumped around, it wasn't scary or interesting, and really never amounted to anything. The credits during the introduction were long and drawn out, which was basically like the rest of the movie (long and drawn out). Numerous parts of the plot made no sense. Several times during the movie I had thought that maybe I had ""zoned out"" because the incongruity of the plot, however, my companion had the same issue and assured me I did not ""zone out"" from boredom, but it was indeed the movie. I've actually never posted on here about a movie before and have been actively looking up movies on IMDb for numerous years. So the fact that I'm actually taking the time to write something should speak volumes of how bad this movie is and that you should not waste your time or money on it.",negative
"The Story line for this game is very jerky where it appears the game writers have tried to find ways to justify how a character appears in certain areas of the world map in Tales of the Soul. That being said, this is the only gripe I have about the game.<br /><br />The beginning FMV is spectacular with breath taking sceneries and interesting new devices such as the ability to create and design your own character and their own Martial Arts discipline. There's even a second story mode which makes up for the awkward Story design of Tale of the Souls.<br /><br />Parts of the FMVs during Tale of the Souls is also interactive where you can decide the fate of your Character to a certain degree which is an interesting feature.<br /><br />With the many combinations of Characters you can create, the varied paths you can explore in Tales of the Souls and the Chronicle of Swords story mode, this game will keep any Beatem up/RPG fans amused for a while!",positive
"""It's not like that big mechanical toy"", says a character early on, commenting on ""Jaws"". Well, ""Blood Surf"" would only wish to have a beast as convincing as the shark of the ""Jaws"" series. In other words, the digital special effects of this movie are TERRIBLE. Acting and directing are not much better, either; they seem more suited to a deodorant or a bubble-gum commercial than to a horror movie. The attitude of the people who worked on this film shows contempt not only for the genre, but for the audience too. Saying you ""liked"" this film only encourages filmmakers to offer us more of this crap, further destroying the poor horror genre. (*1/2)",negative
"I would reccomend this film to everyone. Not only to the fans of the rocker Luciano Ligabue, but to all film-buffs. Because it's sincere, moving, funny and true. Because Ligabue is a born storyteller and a film lover, and every frame of his film is made with love and care. Because his characters are loved and ask to be loved. Because most of the Italian debut films are lousy and this one, done by an outsider, is a real joy to watch and to listen at. Because Stefano Accorsi is gorgeous and reminds me of Andrea Pazienza, who was, like Freccia, beautiful and talented and good and lost his life because of the heroin, that Ligabue shows as it is, unglamorous and ugly, without indulging in easy moralisms. Because it's a film that speaks to our heart, our ears, our souls. And because I lived the experience of the FM radios and it was exactly like that. Thanks, Luciano!",positive
"Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate...<br /><br />After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening.<br /><br />I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie. Despite the fact that I already paid to go to the movie and entertain myself, I still have to be bombarded by the main character chatting on the internet and Siemens mobile popping-up all the time on her lap-top; or another character having a bath or cutting her hair just to have Organics shampoo displayed enormously on the screen! All of this would be bearable if the plot, characters, romances, anything was good, but was bad, really bad! A ""don't know how to do"" sex-in-the-city.<br /><br />Don't waste your time or money.",negative
"I found the pace to be glacial and the original story blown way out of proportion to the content. My wife slept through most of it and I did not try to wake her because I felt she was not missing anything.<br /><br />When Holmes and Watson enter the house and then are potentially caught, it is unclear how they could hide all of their entry and burglary tools so quickly. It is also unclear how the door to the study is locked, preventing the servants from getting in.<br /><br />The thing that puzzled me was right at the end when there was a glint in the eye of the broken statute. I have no clue what this was supposed to represent.",negative
"With all this stuff going down at the moment with MJ i've started listening to his music, watching the odd documentary here and there, watched The Wiz and watched Moonwalker again. Maybe i just want to get a certain insight into this guy who i thought was really cool in the eighties just to maybe make up my mind whether he is guilty or innocent. Moonwalker is part biography, part feature film which i remember going to see at the cinema when it was originally released. Some of it has subtle messages about MJ's feeling towards the press and also the obvious message of drugs are bad m'kay.<br /><br />Visually impressive but of course this is all about Michael Jackson so unless you remotely like MJ in anyway then you are going to hate this and find it boring. Some may call MJ an egotist for consenting to the making of this movie BUT MJ and most of his fans would say that he made it for the fans which if true is really nice of him.<br /><br />The actual feature film bit when it finally starts is only on for 20 minutes or so excluding the Smooth Criminal sequence and Joe Pesci is convincing as a psychopathic all powerful drug lord. Why he wants MJ dead so bad is beyond me. Because MJ overheard his plans? Nah, Joe Pesci's character ranted that he wanted people to know it is he who is supplying drugs etc so i dunno, maybe he just hates MJ's music.<br /><br />Lots of cool things in this like MJ turning into a car and a robot and the whole Speed Demon sequence. Also, the director must have had the patience of a saint when it came to filming the kiddy Bad sequence as usually directors hate working with one kid let alone a whole bunch of them performing a complex dance scene.<br /><br />Bottom line, this movie is for people who like MJ on one level or another (which i think is most people). If not, then stay away. It does try and give off a wholesome message and ironically MJ's bestest buddy in this movie is a girl! Michael Jackson is truly one of the most talented people ever to grace this planet but is he guilty? Well, with all the attention i've gave this subject....hmmm well i don't know because people can be different behind closed doors, i know this for a fact. He is either an extremely nice but stupid guy or one of the most sickest liars. I hope he is not the latter.",positive
"I think this is what this movie wants us to say at the end of the movie! or Damn Australian? I still don't know, but what I know is that I really liked this movie but that couldn't be my favorite movie!<br /><br />Great story with great actors but with a terrible end... To make you cry and say 'Oh, she's so good'... Still, who made it? What really happened? Who's that guy? No answer to these questions...<br /><br />Mysterious movie with a good mark overall... I give it a 8/10, going on the 8.5!",positive
"i can't believe how dumb this movie truly is. the storyline (written by keira knightley's mother) is what ruins the movie to the extreme. it is straight out dull, absurd, and makes absolutely no sense whatsoever...<br /><br />this movie lagged so bad for most of it, especially at the beginning. the story just kept going on and on about their everyday flirts with each other, often times seeming like a threesome. in this movie, you have an annoying deadbeat couple (the poet and his wife) who are complete total drunks from the start. the wife sleeps around with other men to make ends meet, while the poet is a pervert who thrives on cheap boos and women. the wife, who waaayyyyyy too quickly becomes friends with his former childhood lover (played by keira) suddenly gets jealous, knowing full well that the two were lovers since they were kids. something doesn't seem right here....i mean, come on... get with the program lady! what'd you expect.<br /><br />bottom line is: former lovers meet again with new wife embracing it, then gets jealous, then former woman lover gets married and her husband gets jealous, bombards the crazy drunk couple's home, crazy husband calls police, and they end up going to court for the man's attempted murder charges. that's it summed up in a nutshell...<br /><br />this movie had it's moments such as the quality and good acting by cillian murphy, but other than that, i cannot believe i watched it... i complained about it during the movie and some family members watching it with me fell asleep. i decided to give it a chance and i should have stuck to my first instincts.",negative
"""Most of us at least inhabit two worlds , the real world where we are at the mercy of circumstances and the world within ,the unconscious ,a safe place where we can escape ..."" With those words ,Mr .Gone introduces inside the world of ""The Maxx"" a fascinating world where the fantasy and the reality are combined . Inspired in the comic books of Sam Kieth, ""The Maxx "" is very faithful to the material in what it was inspired , not only in the story but also in the graphic style ,that look like the pages of the comic ,giving this show a surreal and unique appearance . But also ,the story it's interesting and entertaining .At moments it could turn too weird ,but when you got inside it ,it's hard to get out of it . The story and the characters are wonderfully developed . The music goes perfectly with the style of the show and give it the proper atmosphere . Unfortunately , like many good animated shows ,this one was short -lived . ""The Maxx"" is a must see . It 's one of my all -time favorites .",positive
"As a South African, living in South Africa again after a 32 year stay in the UK, I am sorry to say that this movie is a huge disappointment. The three main problems I had with the movie was a) why Swank and Ejiofor - an American and a Nigerian - to play the leads. This country is bursting with talent and has no need of imports... b) Gillian Slovo has been trading off her Struggle credentials for years now. She's a very mediocre writer and even her novel doesn't stand up the flaccid direction of Mr Hooper... and c) Hilary Swank again, such a great actor, as proved in Million Dollar Baby (but that's Eastwood too), here dressed in the contemporary New York style whilst roaming freely around the poverty of the Karoo. Where was the consideration and sensitivity needed by the costumer and director? Yes, the film is ultimately moving - how could it not be? - but the overall mood at the conclusion is one of tremendous letdown. Heart's in the right place but needs a pace maker.",negative
"A very tired looking Burt Reynolds plays a mercenary battling his former employers for some gizmo these non-heroes plan to sell to ""the Iranians."" Low-rent video nonsense by the producers of ""Silk Stalkings"" offers some decent action footage and a lot of ineptly staged ""drama""...a lack of logic and truly dreadful dialogue are the defining aspects, although the final twists and allegiance shifts could've been a nifty end to a better movie. Burt still has presence, although it also means you notice more when he mouths insultingly half-baked ""one-liners"".",negative
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
"This movie is up there with the all-time classics. The music, camera shots, and acting are excellent. Showing the movie in black and white gave it a much better appearance and complemented the music perfectly, like Psycho. Its surprising how so few people have commented on this movie. My guess is that its a hard movie to find. I gave the film a 9. See the movie and you'll know what I'm talking about.",positive
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"I had a heck of a good time viewing this picture, and was splendidly surprised at its more erudite features. First off, the film is undeniably cheaply-made with its cardboard sets, limited settings, and creative scientific props. The acting ranges from very poor(the two strippers), barely professional(Herb Evers as the leading man), gothic overstatement(Leslie Daniels as the assistant Kurt)to first-rate with Virginia Leith in the title role as the headless victim alive against her will for the benefit of science and her fiancee's lustful passions. The scripting though is very good and the dialogue is fantastic for a movie of this ilk. Issues abound about what role science and medicine have in our lives and what their boundaries should be. This film is a thinking film in many ways. However, don't be too fooled by its real intent. It is a sleazy story about a man obsessed with his aptitude in medical science who wishes to fuse together his dead girlfriend's head with the perfect body, thereby creating the perfect woman for a man with the best of both body and soul. One other very bright aspect of the film is the sax music which resonates strongly every time the doctor scours town for female beauties.",positive
I saw this on a boring Sunday morning just this morning. Well I was drawn to the fact that it's an outdoor movie.. I was hoping to find some nice sceneries but it the views where just limited.. They just go back and forth in the same spot all over again.. I hate it when they're using this so called hi-tech stuffs like the this Motorola blue-tooth headset they're using to eliminate the use of a walkie talkie it was just so funny.. they look like amateurs. And they where like advertising those badly designed alien-ware Laptops that could link up to a satellite to find people.. I couldn't say more about this TV-movie.. The ending was bad that it looks like they cut it short eliminating the use of rescue helicopters and etc.. */**********,negative
"A family with dad Louis (Dale Midkiff), mom Rachel (Denise Crosby), 10 year old Eileen (Blaze Berdalh and about 3 year old Gage (Miko Hughes) move to this beautiful house in Maine--seemingly unaware of the semis that roar down the highway in front of their house every 90 seconds or so! The neighbor across the way (the wonderful Fred Gwynne) makes them feel at home...and shows them a pet cemetery where children bury their pets. But a little further on is a sacred ground which can bring the dead back to life...but the dead come back in a nasty mood.<br /><br />""""DEFINITE SPOILERS** The novel by Stephen King was good--it was long but it developed characters and situations that made you care what happened. This movie jettisons ALL the character development and just plays up the gore and violence. Animals are killed ON camera (I know it's faked but it's still repulsive); a little boy is hit by a semi and his casket pops open during the funeral (in a totally sick scene); he's brought back to life and attacks and kills people including his mom (I DO wonder how a 3 year old was able to hang her); a ghostly jogger (don't ask) tries to help the family for no reason...The movie just works the audience over shoving every gruesome death or violence into your face. It just goes out of its way to shock you. **END SPOILERS**<br /><br />Acting is no help. Midkiff is just dreadful as the father--he's handsome and buff but totally blank. Crosby isn't much better. The two kids are just annoying. Only Gwynne single-handedly saves this picture with his effortless good acting. <br /><br />This picture shows a total contempt for the audience taking large leaps in logic and having characters do incredibly stupid things (especially Midkiff at the end). This movie was (inexplicably) a huge box office hit in 1989 which led to the even worse sequel in 1992. I saw it in a theatre back then and was disturbed how the audience kept cheering on the violence and was just appalled by what I saw. A sick repulsive horror film. A 1 all the way.<br /><br />When you think it's all over and can't get worse the Ramones sing a title song!!!!!! (""I don't wanna be buried in a pet cemetery""). Truly beyond belief.",negative
"The `plot' of this film contains a few holes you could drive a massive truck through, but I reckon that isn't always top priority in horror. Two elderly sisters in rural England keep their brother in the cellar since more than 30 years. Now, he escaped and started a killing spree, focusing on militaries that are homed nearby. `We only did we thought was best for him' they keep on repeating and  strangely  all the army officers love these women and don't doubt their sincerity, even though 5 of their men died. I don't know whether to find the revelation near the end suspenseful  or tedious! In a way, this film reminded me about `Arsenic and Old Lace'. In that black-comedy classic, two half-insane siblings mother their goofy younger brother as well, yet they do the killing there. The old ladies in `The Beast in the Cellar' are by no means less crazy, though. The `horror' in this early 70's film is very amateurish and cheap, but there are a few neat attempts to build up the tension. Too many `old-ladies' talk about the good ol' days, though and that rarely is something you seek in a horror film with such an appealing title. Flora Robson, who may be recognized by classic film buffs, plays one of the sisters. She gave image to the Queen of England is the legendary Errol Flynn swashbuckler film, the Sea Hawk.",negative
"Jamie Foxx was the epitome of Ray Charles. After a few moments you stop seeing a film and see a biography played by the great man himself. Ray Charles was truly a genius of music and the movie excellently depicted that. No one has ever or will ever write, play, or record music like this musical giant. When he passed the flesh, the world lost one of it's greatest American heroes. As far as the movie, the fact that Jamie Foxx received a classical music scholarship to college and could play like Ray was an asset to the director. What could be better than that? You don't have to have a ""double"" play piano and then try to split the screen from someone else's hands to Jamie's face. It worked beautifully. I loved the fact that it also picked up how difficult Ray was. He wasn't always a nice man. You didn't also root for him. He was a drug addict, a womanizer, and sometimes just plain hard-headed. But I guess that's what made him genius so I can't fault him for that. I pick Jamie for Best Actor!",positive
"Well, not much really to say about this. But it is really good. Very good job from Softley directing and the movie have good cast of acting. Movies plot is also believable and... hehe good. So the good is main word in this case. I just hope there would be more this kind scifi movies. Thats why this one s pointed out in the crowd. I give it 8.5 of 10",positive
"The movie actually has a fairly good story, but gets bogged down in several key places. It's almost as if the director threw the movie together without taking the time to make some essential cuts in the film. Dennis Quaid does a fairly decent job in his role... but something is clearly missing from several key scenes.<br /><br />This 2.5 hour movie could have been reduced to about a 2 hour movie. And probably would have been a much better film had it not had the feel as if it was thrown together.<br /><br />",positive
"I am so insulted by this movie, it's not even funny... And I thought ""Mulan"" was unbelievable! However low my expectations of Disney have become, I never figured they'd do something so stereotypical yet so off. There is no respect here for any true Chinese culture, just the Hollywood tradition of random martial arts.<br /><br />I appreciate that they tried to make Wendy into a normal teenage girl... But, fortunately, most normal teenage girls--particularly Asian teenage girls--are much less obsessed with such shallow aspects of life. And from a cultural stand point, it's almost impossible. Yes, there are girls who are wrapped up in popularity and fashion, but they're pretty rare. And even the ones who are are still fairly decent scholars. Another stereotype, maybe, but a fairly true one. Because that's how Chinese parents work. That's how Chinese values work. If they wanted to go for authenticity, they would've made Wendy an ironic girl with glasses and a love-hate relationship with her family.<br /><br />This just adds to my frustration with American movies. Asian culture isn't about meditation and vague, nature-oriented phrases that sound wise. We don't walk around smiling enigmatically all the time, and we don't all know some form of martial arts. We're a PEOPLE, and I'd appreciate it if someone would write an Asian part that doesn't portray us as some sad caricature.",negative
"""Ripe"" is one of those awful indies which manages to get into circulation and give indies a bad name. Telling a stupidly incongruous tale of pubescent twin sisters who crawl from a firey car crash which kills their parents and then hit the road while happily shoplifting, making goo-goo eyes at some guy, and ending up on an Army post so dilapidated no Army would want it (yeah, right!). An apparent attempt at a coming of age flick, ""Ripe"" is an almost complete loser which wanders aimlessly as the players drift in and out of character finally ending clumsily with nary a shred of credibility to be found anywhere. Not recommended for anyone.",negative
"I can not believe such slanted, jingoistic material is getting passed off to Americans as art house material. Early on, from such telling lines like ""we want to make sure they are playing for the right team"" and manipulative framing and lighting, A Love Divided shows it's true face. The crass manner in which the Irish Catholics are shown as hegemonic, the Protestants as peaceful and downtrodden, is as poor a representation of history as early US westerns that depict the struggle between cowboys and American Indians. The truth of the story is distorted with the stereotypes and outright vilification of the Irish Catholics in the story; a corruption admitted by the filmmakers themselves! It is sad that people today still think that they can win moral sway by making a film so easily recognized for it's obvious intent, so far from attempting art. This film has no business being anywhere in any legitimate cinema or library.",negative
"A hilarious and insightful perspective of the dating world is portrayed in this off beat comedy by first time writer/director Peter M. Cohen. The story unfolds as the four male protagonists meet weekly at the local diner to confer about their dating woes. We meet Brad: a good-looking, wall-street playboy with a quick-wit and sharp tongue; Zeek: a cynical, sensitive writer; Jonathan: a sexually perplexed nice guy with an affinity for hand creams and masturbation; and Eric: the married guy, who cherishes his weekly encounters with his single friends in hope for some enlightenment to his boring and banal married existence. The trials and tribulations of the men's single lives in New York are amusingly expressed, mirroring that of Sex in the City and HBO's new comedy The Mind of Married Man, and bring an astute light to scamming. The story takes a twist as the three singletons meet Mia--wittily played by Amanda Peet-and all fall for her. She seduces them each with her uncanny ability to conform to the personalities' they exhibit. When they come to realize they have all met and fallen in love with the same woman, they chose her over their friendship. Whipped is a realistic portrayal of the dating world, one that the critic's failed to recognize. In plain language, they missed the point. The protagonist's here are caricatures of real people. The exaggerations are hysterical, mixing satire and humility, and are not to be taken as seriously as the critic's disparagement suggests. See this movie, you'll laugh from start to finish.",positive
"This movie was NOTHING like the book. I think the writer of the screenplay must have wanted the job of writing the sequel to Gone with the Wind and been turned down. This was his or her way of getting their ideas in anyway. The only similarity between this movie and the story it was portraying was the names of the principle characters and the location of the main action. None of the events that are shown in the movie happened that way in the book. For a Gone with the Wind fan (of both the book and the movie) this was deeply disappointing. If you loved the book Scarlett, don't watch this movie hoping to see it played out on the screen. They only share the title in common.",negative
"I love the comics. Although I do have problems fully understanding the stories  the visual style is unique with all its dirt, dust and decay. So I thought I knew what I was up for. Surprisingly I understood the main plot  but some extremely poorly decisions where made for its visual style. <br /><br />I mean - really bad looking ""CG human actors""-in close ups? Why?! It did not work at all!! Horus - and the other Egyption gods - was successfully made in CG and very close to the comic version. <br /><br />I think with real actors this movie could have been a cult movie. <br /><br />What a shame.",negative
"I almost made a fool of myself when I was going to start this review by saying "" This movie reminded me of BILLY ELLIOT "" but then I looked up the resume of screenwriter Lee Hall only to find out that he was the guy who wrote BILLY ELLIOT so it's Mr Hall who's making a fool of himself not me <br /><br />Am I being a bit cruel on him ? No because Lee has something most other aspiring screenwriters from Britain don't have - He has his foot in the door , he has previously written a successful British movie that won awards and made money at the box office and what does he do next ? He gives the audience more of the same <br /><br />Young Jimmy Spud lives on some kitchen sink estate . He is bullied at school and no one loves him . The only thing keeping him going is that he has aspirations to be a ballet dancer . No actually he has aspirations to be an angel but considering his household he may as well be a ballet dancer . He has a macho waster of a father who thinks "" Ballet dancers are a bunch of poofs while his granddad says "" Ballet dancers are as tough as any man you could meet . I remember seeing the Bolshoi ballet ... "" Yup Ballet is a main talking point on a run down British council estate those days - NOT . Come to think of it neither is left wing politics which seems to be the sole preserve of middle class do gooders who live in nice big houses , so right away everything about this set up feels ridiculously false <br /><br />Another major criticism is that this is a film that has no clue who it's trying to appeal to . I have often criticised Channel 4 for broadcasting movies at totally inappropriate times ( THE LAND THAT TIME FORGOT at 6 am for example ) but they showed this at 2 am and for once they've got it spot on . Considering the story involves politics , ballet dancing ( Gawd I hate it ) lung cancer and poverty there's no way this can be deemed suitable for a family audience but since the main protagonist is an 11 year old child and features angels and ballet dancers ( Don't blame me if I seem obsessed with the subject - there was no need to refer to them ) there's not much here for an intelligent adult audience either . <br /><br />Of course if Lee Hall had been told at the script development stage by the producers that he should write a story featuring a schoolboy and an angel and had flatly refused saying that he wanted to write about other themes and stories then I will apologise but throughout the movie you do get the feeling that once the film was completed it was going to be marketed to the exact same audience who enjoyed BILLY ELLIOT",negative
"A Disney movie that dares to do something different should at least be awarded for effort. ""Holes"" doesn't make the same mistakes as one would expect from a Disney movie about troubled teenagers put in a camp. For the first time events are not explained in details. The flashback scenes really do serve a purpose and present several mature topics that may surprise the viewer. I must admit that at first I was a bit put off by the seriousness of the movie. But soon I realized that we had to endure those moments to see the beauty of the story. Besides the story this movie also does a good job of questioning some methods that are used in correctional facilities. (One example where Caveman is forbidden to teach Zero to read because they have to dig holes in order to build character,like learning to read won't contribute to that). ""Holes"" is a movie that is smart and beautiful. A must watch!",positive
"quite good, don't expect anything high culture.......the acting is bad, the storyline fails, but it is still a fairly nice movie to watch. why? because it's dark, a little bit stupid, like unpredictable and just entertaining and fun to watch. do not expect anything, like i said, just see it for yourself and you know what i mean.<br /><br />it is a movie, without a plot or memorable acting, but there are enough scenes that will make you laugh, cry or at least make you feel compelled to watch it to the end...<br /><br />this is all i wanted to say....<br /><br />7 / 10",positive
"I may be a sentimentalist. But i found this movie truly moving. It was the first movie that reduced me to tears. And it did it more than once!! I recommend it to anyone both gay and str8. Religious or not! Supporting co-star Jackie Bisset stole the show, especially with her one liners. The nude scenes were superbly crafted as well, and all in were good taste. Most shocking was the portrayal of the orientation reversal deprogramming instituted by the Mormon church to the lead character. It shocked me that this still goes on in the world. Nevertheless I enjoyed this movie tremendously. This is definitely the best gay film since Torch Song Trilogy. And much better than the other gay movie offering that year - The Fluffer.",positive
"Let me say this about Edward D. Wood Jr. He had a passion for his work that I wish more people did have. If we all had the optimism and the commanding hope of Ed Wood, the world would probably be a much better place. Being familiar with Ed Wood's story and having seen the most wonderful biopic ""Ed Wood"" (1994) several times, I admire his boldness and his strives for the job he loved; I still admire his never-say-die attitude. He had a love for directing that I wish more people in modern-day Hollywood had.<br /><br />But that doesn't make his movies any more fun to watch. And ""Glen or Glenda,"" his first and most confessional film, is probably his very worst.<br /><br />""Glen or Glenda"" is a deadening cult movie about a cross-dresser named Glen (played by director/writer Ed Wood himself) who despite his love for his fiancée Barbara (Dolores Fuller), cannot seem to conquer his lust for transvestitism, in which he dresses in women's clothing and a wig and thus becomes...Glenda! Glen/Glenda's story is narrated by a doctor and he too is talked and watched over by a mysterious character called ""The Scientist"" played by veteran horror star Bela Lugosi. Oh, and there's also some sub-story about an Alan/Anne character who becomes a transsexual based on the Christine Jorgenson story, upon whom this movie originally titled ""I Changed My Sex!"" was previously to be based.<br /><br />Have I dropped your jaw yet? Well, as much as I want to warn you off this picture if you've never seen it, I would never tell a lie about a movie and there is not one word of falsehood in that plot synopsis I just gave you. Every thing in it is true. This is a movie about cross-dressers and transsexuals, a topic that does not sound very appealing to begin with and is not done in a very appealing manner. I'm sure that with a good screenplay, and a good director (it had neither) that ""Glen or Glenda,"" despite the subject matter, could have been a very moving picture. It is a confessional movie on Wood's part, as he was a transvestite in real life as well as on screen. But once again, that does not make it a good movie...or a watchable one for that matter. ""Glen or Glenda"" is a jumbled, disorganized mess of a movie that sinks into new trenches in the realm of bad cinema. It makes no more sense than does its notoriously silly scene where Bela Lugosi screams ""Pull the string!"" over inexplicable footage of stampeding bison. The majority of the movie is narrated in a monotonous voice, reminding me of some very bad short informative films I've seen before. It's like one of those really bad short films expanded into a seventy-minute feature and twice as dull. We sit there for ages waiting for the plot that never comes. There is no real attempt to even build energy with the camera being locked down in one position for many grueling minutes and long stretches of time where nothing at all happens. The only moments that are worth anybody's time are those of Bela Lugosi who manages to bring some light into these dark trenches. I guess Lugosi is supposed to be like the deity of the film, but personally, I couldn't care less who or what he's supposed to be. I'll tell you what he was: A gifted actor who wound up making trash. But he and Wood were very good friends and liked working with each other, so good for him.<br /><br />I will always admire Edward D. Wood Jr. for his passion for the cinema, but I will never as long as I live admire his movies. A film critic once called Ed Wood's movies ""innocent fun"" but I think even that is questionable. Innocent? Yes. Fun? No, sir. And if ""Citizen Kane"" is the Mount Everest of the cinematic world, then ""Glen or Glenda"" is probably the Mariana Trench.",negative
"This production is an insult to the Stooges, especially Moe. It is inaccurate and poorly acted. Many of the events depicted just didn't happen that way and too much was left out or skipped over. Read the books written by Moe and his daughter Joan instead. This was a waste of time.",negative
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",positive
"I saw this Australian film about 10 years ago and have never forgotten it. The movie shows the horror of war in a way that Hollywood usually glosses over. The relationship between the soldiers of the two warring countries is highlighted by the differences in culture and the ultimate knowledge that in the end we are all really not different on the inside. If you can find any type of copy of this--buy or rent it. You won't be disappointed, just awed.",positive
"Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's your basic fish out of water story with a non-fiction twist. I found it fascinating to see how Peter and Santino lived prior to coming to America and how they adapted once they arrived here (in Houston, Texas.) They expected a sort of heaven but found out that it's a lot harder than it looks to cope well in the states. They go from hopeful idealists to somewhat more realistic skeptics. Everywhere they go they meet bureaucrats with paper trails that most citizens may take for granted. They fret that they are blacker than the African-Americans here and don't feel accepted because of that. One of the ""Lost Boys"" manages to leave Houston to go to Olathe, Kansas, where he finds conditions slightly better but still less than ideal. There are people that try to help them as well as try to hurt them in this film. Not shown, but talked about, are those who put a gun to their heads and robbed them, leading one Lost Boy to comment negatively that ""all black people in America are no good."" I found it interesting, too, that they arrived in Houston in August 2001, a month before the World Trade Center was attacked by terrorists. I had hoped to see their reaction to this tragedy but it's not mentioned at all. Still, all in all, a really well done documentary with no narration. None is needed really. The ""Lost Boys"" do a fine job expounding on the events going on around them without any help at all, thank you very much.",positive
"I don't see why all the people are giving this film negative reviews?!?! I loved this movie! Bled is a form of abstract art, and if you don't appreciate art, I can see why you would not like this film. It was a great twist from the average, played out vampire movie. If you are looking for a fresh, new and ingenious new vampire movie, then this is for you. But if you want one of those turn into bats, wolves and melt in the sunlight movies, then go watch your old played out Dracula flicks. Sure, it is a bit on the low budget side, but they did a great job with the budget they had. I'm very happy that I found this movie, because I was about to give up on the vampire genre fro good. I thought this film was brilliant! I give 2 thumbs up to the writer, director and everyone involved in the film.",positive
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
